seller_id,seller_username,seller_feedback_score,seller_positive_feedback_percentage
2623,daniel305,0,0.0
2624,shaumo-28,0,0.0
2625,britsm-6078,0,0.0
2626,shopandsip,218,95.0
2627,jently*njoyed,128,100.0
2628,eliztou35,13,100.0
2629,mhos-45,58,100.0
2630,jimw408,293,100.0
2631,htntservices,931,100.0
2632,cheande_3335,11,100.0
2633,05essg,52,100.0
2634,wa_642,0,0.0
2635,na1800,1,0.0
2636,alejandropena0107,11,100.0
2637,nikki1905,37,100.0
2638,melloww_8,13,100.0
2639,stda-961,7,100.0
2640,odtm7223,6,100.0
2641,sixma30,5,100.0
2642,decaturjewelryii,470,92.3
2643,ms-toasty,1321,100.0
2644,oumabouab0,0,0.0
2645,elisaaml,0,0.0
2646,tokyo-news-store,599,98.6
2647,luxury_2023,0,0.0
2648,karenamelia,0,0.0
2649,katykopr-0,5,100.0
2650,sellerpg,223,100.0
2651,faradj-tec,2346,100.0
2652,pao_maye9,8,100.0
2653,shaoff-72,0,0.0
2654,katanagi,95,100.0
2655,kypavlo-0,1,0.0
2656,alyvo_5223,0,0.0
2657,tatsak67,258,100.0
2658,globalthreadhub,0,0.0
2659,auctionking1919,8671,98.2
2660,madhenr29,1,0.0
2661,abb_1773,0,0.0
2662,sneh-195,8,100.0
2663,myob-69,0,0.0
2664,konikoni0416,10,100.0
2665,zai-4823,33,100.0
2666,bteamganbare,875,97.2
2667,mantiqueology,913,100.0
2668,cl-717587,32,100.0
2669,elmabdrak-83,10,100.0
2670,deaspe-14,0,0.0
2671,kripasc-0,0,0.0
2672,alogue-26,1,100.0
2673,dior-ama,696,99.3
2674,amcnatt,1,100.0
2675,bhapa-97,0,0.0
2676,jdsellz-1,432,98.6
2677,tiababy69,214,0.0
2678,alexandepovsi_0,1607,97.7
2679,marvil_21,0,0.0
2680,freddcontrera-3,182,100.0
2681,emhind-0,1,100.0
2682,nicrobi-704,0,0.0
2683,paperstreetco,604,100.0
2684,japan.goods.select,1197,94.7
2685,tosha3631,226,100.0
2686,caselma_0,7,0.0
2687,britwin3571,0,0.0
2688,saay872439,14,100.0
2689,abigailandbleu,6,100.0
2690,usheat_6uojti,5,0.0
2691,looneyla22,20,0.0
2692,micheliptica,227,100.0
2693,papesa6000,5,100.0
2694,waterag,5,100.0
2695,usa_products8,38,90.9
2696,saeng5171,9,100.0
2697,valentinedalton,463,100.0
2698,patty-2915,0,0.0
2699,davarsh_25,0,0.0
2700,agvaitke_0,0,0.0
2701,hannaweb_9,14,0.0
2702,tryia-jp,0,0.0
2703,lueb25,57,0.0
2704,gwendle89,0,0.0
2705,jacobarne_21,9,0.0
2706,doh_7274,0,0.0
2707,jerra_5978,0,0.0
2708,madewithoutfear,173,100.0
2709,rosie_le,61,0.0
2710,isathoee-1,1,0.0
2711,grche_5430,28,100.0
2712,wholesome_goods,85,100.0
2713,estsop_52,0,0.0
2714,dafran1391,0,0.0
2715,julidul-44,1,0.0
2716,shannonoc,66,0.0
2717,paulfeola1,84,100.0
2718,brigar_6871,0,0.0
2719,dealonline18,47196,99.3
2720,soparn8402,1,0.0
2721,maria_locsin,2,0.0
2722,lihar-6165,0,0.0
2723,mscreepyghostgirl,23,0.0
2724,clarro36,0,0.0
2725,marcus.-84,0,0.0
2726,thepathofthewhiterose,698,100.0
2727,duckcop0,2,50.0
2728,soniav23-23,1606,100.0
2729,romus_2caedvz,52,95.7
2730,vinbl_73,20,100.0
2731,william1986,6,100.0
2732,al680,749,50.0
2733,linc8886,7,0.0
2734,propa-52,37,100.0
2735,assirac_70,6,100.0
2736,swapshop007,2351,89.9
2737,maafan,449,100.0
2738,pringay0,4,0.0
2739,risganga0,0,0.0
2740,emilswart-2,3,0.0
2741,*cwbo*,8753,99.9
2742,peachy_8575,1,100.0
2743,djcustoms17,86,100.0
2744,rocketttman15,1162,100.0
2745,shorti02,78,100.0
2746,kristeph21,1,100.0
2747,conei70,5,0.0
2748,abthearab,0,0.0
2749,provision_x,284,100.0
2750,bun-official,39,100.0
2751,onali-44,20,100.0
2752,kenaki-90,223,100.0
2753,keztlramire_0,8,100.0
2754,greentoo,16,100.0
2755,muhammakha-767,14,100.0
2756,snwadh_60,0,0.0
2757,*aussieseller*,172,0.0
2758,katiemegs,11,100.0
2759,alisleger,86,97.0
2760,tsumikichi030303.shop,1511,99.8
2761,mersotuft,2,100.0
2762,smo116,78,100.0
2763,ama612312,1,0.0
2764,caiavery,0,0.0
2765,re570350,2,66.7
2766,s_malley,0,0.0
2767,paxflu0,3,100.0
2768,brandshifl,506,98.1
2769,boutiquedelaari,0,0.0
2770,rlmshop,1837,100.0
2771,felmccul_0,0,0.0
2772,danteashoe_0,0,0.0
2773,hasha_31,0,0.0
2774,maxriv_1162,1,0.0
2775,beahulagirl,77,0.0
2776,dealsgalore-n-more,349,100.0
2777,baybog71,3,0.0
2778,cari6289,22,0.0
2779,kalibe78,0,0.0
2780,hannaocho8,1,0.0
2781,kacon6843,0,0.0
2782,mvppawn,4907,98.3
2783,solace08_54,1,0.0
2784,samahar_5679,11,0.0
2785,olliebear1056,6,100.0
2786,rachellcrum-0,10,0.0
2787,armenian08,92,0.0
2788,camerynriggs16,1,0.0
2789,madrei_0,0,0.0
2790,shoeslover222,181,100.0
2791,aian_92,1,100.0
2792,alisasp96,404,93.3
2793,sabrina70012012,2853,100.0
2794,yamadashoten_japan,35,100.0
2795,wsic2022,174,100.0
2796,sknernschield,181,100.0
2797,sandselec_13,144,100.0
2798,beautebar,652,92.9
2799,aiden_and_ava,69,100.0
2800,anebi-88,24,100.0
2801,gin-7008,0,0.0
2802,iamnamtab,1002,100.0
2803,oiram_27,28,0.0
2804,shohei-japan,110,100.0
2805,cooperstheory,1679,0.0
2806,mmassone,0,0.0
2807,fwtrz_66,0,0.0
2808,candacedawnmarie,58,0.0
2809,stepodoh_0,0,0.0
2810,ti-9393,19,100.0
2811,angr695635,0,0.0
2812,larthdog,201,0.0
2813,vintagelifesc,27,90.9
2814,baifee-47,0,0.0
2815,sellla21,732,100.0
2816,kbcsolutions,950,100.0
2817,emmali41,0,0.0
2818,racha9382,3,100.0
2819,dube0819,125,0.0
2820,vanpan-12,0,0.0
2821,kaifow_60,0,0.0
2822,japamart,1363,85.1
2823,presnalyss,52,100.0
2824,chrhu-82,2,0.0
2825,buynsellgoods7710,580,100.0
2826,francescalukas1,0,0.0
2827,madcol48,0,0.0
2828,great.choice,34,100.0
2829,hattiemae101,37,0.0
2830,xenalbakr_0,27,100.0
2831,oakley772012,97,100.0
2832,wawawa_osaka,8,100.0
2833,snkkat-qr62qtsx,7,100.0
2834,in5070,0,0.0
2835,jms48614,0,0.0
2836,japan_shop_71,136,100.0
2837,wendgillett_0,2,0.0
2838,appappini,38,0.0
2839,marfocc-0,1,100.0
2840,rnmew1981,4,100.0
2841,amand8388,20,0.0
2842,mdmqr_41,1,0.0
2843,tamaisu-61,1,100.0
2844,napoe_63,3,100.0
2845,jonatav-95,0,0.0
2846,lory0725,2,0.0
2847,kaall-47,2,0.0
2848,orion11300,152,100.0
2849,eillisabeth,0,0.0
2850,taybe96,0,0.0
2851,jesbar-46,0,0.0
2852,spanospapa,51,100.0
2853,jill1850,170,100.0
2854,kaylamastro,2,66.7
2855,tasav939,0,0.0
2856,frankibraddoc_0,3,0.0
2857,diannpen-0,5,0.0
2858,wade605,237,100.0
2859,callieekayyy,6,100.0
2860,sanflo4234,0,0.0
2861,iryna0317,174,100.0
2862,evzw78,0,50.0
2863,shamailaa123,93,0.0
2864,kaibrub0,0,0.0
2865,hmdearmon,281,100.0
2866,xcesslimited2013,129496,96.6
2867,jacoeisenhar_0,55,100.0
2868,hu450340,4,0.0
2869,oboe1kenobi37,66,0.0
2870,mr_fashionisto,3964,99.6
2871,mosleybrandy_123,4,0.0
2872,sim_eva,24,80.0
2873,yasbir-75,0,0.0
2874,meekko,486,100.0
2875,surrealpaper,14,0.0
2876,grk4581-ssw77pd,901,100.0
2877,bmariani123,22,0.0
2878,kyfeue_6,0,0.0
2879,rygri_2736,0,0.0
2880,olaisabella2,34,100.0
2881,belleazahraandjane,407,100.0
2882,aroo3167,35,100.0
2883,stuffundermybed1,42,100.0
2884,klbristow11,122,100.0
2885,jassi530,231,100.0
2886,stepaty,221,100.0
2887,costamonika,51,100.0
2888,beurc44,0,0.0
2889,bubbly828,50,100.0
2890,zun493,1,100.0
2891,colon_73,5,100.0
2892,ellade_vlnt3u,6,0.0
2893,da_1991,0,0.0
2894,maggie_7815,5,0.0
2895,redsole4less,400,100.0
2896,meowodee,6,0.0
2897,giny_67,11,100.0
2898,braped38,0,0.0
2899,paytay-95,0,0.0
2900,dajo810048,9,100.0
2901,misssdi0r,137,100.0
2902,kbar_58,0,0.0
2903,jmv7923jmv,104,100.0
2904,getrealvintage,13863,100.0
2905,mmi9305-peazsa,50,0.0
2906,koco6160,127,0.0
2907,elmitz_0829,3,100.0
2908,naturer-65,4,0.0
2909,kyfeue82,0,0.0
2910,lylmamas3-3,1,0.0
2911,tinkergirl3,0,0.0
2912,casstu_92,19,100.0
2913,mar.ahm0112_5,16,100.0
2914,sanbol-48,126,100.0
2915,mawei_6,5,0.0
2916,shannokaup-0,2,0.0
2917,vinnyestate09,257,94.4
2918,prime-3558,4,0.0
2919,ctsalesdirect,744,100.0
2920,yamakenya2022,388,98.7
2921,dr.baseshaper,3063,100.0
2922,shiaubo,97,97.1
2923,manicc,191,91.7
2924,realdeals_16,74,95.8
2925,retailflips_67,48,98.0
2926,dboy1992,154,100.0
2927,inava_deals,155,97.6
2928,thebazaaritems,265,98.5
2929,isumi-tokyo-bay,245,93.3
2930,flysell2010,21145,99.9
2931,lilpretty123,98,100.0
2932,terphog,709,100.0
2933,pinkspotthedog,1920,97.6
2934,tammsheaffe_0,444,96.5
2935,berthjuare-9,672,99.4
2936,toste_1054,39,100.0
2937,youreliteboutique,469,100.0
2938,toste_1643,77,90.9
2939,saraus.pu9ng85lv,43,100.0
2940,heaca-9862,0,0.0
2941,romeos2,2,100.0
2942,desbu_10,0,0.0
2943,samuele-78,0,0.0
2944,arre-83,0,0.0
2945,zahra_5074,4,100.0
2946,caromed_8,0,0.0
2947,andcarr_1692,0,0.0
2948,nycphoenix,1026,0.0
2949,lex2532,0,0.0
2950,racgun_83,0,0.0
2951,komugi-house-japan,1670,97.2
2952,aatstore,10137,98.0
2953,jking_mc,809,100.0
2954,brdan_2000,228,94.4
2955,healthandwellnessforsale,254,100.0
2956,rachelcon0,1,100.0
2957,sarahlexie1,8,0.0
2958,hycris_shop,96,93.3
2959,kathgue_66,0,0.0
2960,708344cash,16840,99.5
2961,eboutique310,3550,99.2
2962,tbreserve,874,100.0
2963,fasttraxtransactions,10128,99.3
2964,anna_oil,1208,100.0
2965,becky-j4,69,100.0
2966,babybluebmw1,1914,100.0
2967,emmie77_75,11,90.9
2968,luxrendon,383,100.0
2969,kyle-jessica,571,98.4
2970,csol,1088,100.0
2971,rater_llc,3400,99.7
2972,sanford98,15969,100.0
2973,cscs9339,932,99.6
2974,variety_plus_online,9356,98.1
2975,katie_rose12,1569,98.8
2976,tcg_company,1764,99.1
2977,mediaprospector,2288,99.8
2978,reddo12,93,97.6
2979,bjnaf4,25259,99.3
2980,colpel0,3,100.0
2981,olennbarne0,326,100.0
2982,vivi07_77,113,95.7
2983,katederm0,0,0.0
2984,isgonzal18,145,98.9
2985,dutopia,1090,98.2
2986,loveelectronics-7,593,98.7
2987,aimeev3,1424,99.7
2988,alasdair.young,21,100.0
2989,stargazer811,513,100.0
2990,katiechase,214,100.0
2991,gbdvw-38,1,100.0
2992,theyoungs08,190,100.0
2993,wilfredtorre-12,160,100.0
2994,grhad_67,1,0.0
2995,be_213861,0,0.0
2996,xolizone3,8,100.0
2997,rudybaby1,350,100.0
2998,dee451,15,100.0
2999,280575l,235,100.0
3000,lamasivajelopa,487,100.0
3001,eugti86,17,75.0
3002,amarajaved31,0,0.0
3003,afit5289,32,0.0
3004,darvel-41,0,0.0
3005,greenhousetacoma,623,94.8
3006,olipal_40,61,95.1
3007,omad_66,2181,98.7
3008,tmj62525sm9,71,0.0
3009,xenoarc,902,100.0
3010,usmich_mtjstvd,21,100.0
3011,7jnj422,2,0.0
3012,michbud34,22,100.0
3013,ritahchiu,206,100.0
3014,sukiyakimarket,23,100.0
3015,del-3028,0,0.0
3016,tigerstime,6118,100.0
3017,jmoc7709,588,100.0
3018,flal16,124,100.0
3019,w766m_28,1,100.0
3020,alvard4045,0,0.0
3021,ajon_48,1,100.0
3022,michelleh16,55,0.0
3023,kaylebatze_0,15,0.0
3024,rkft4773,1,0.0
3025,k-pop_wave,533,97.6
3026,casdoss_74,0,0.0
3027,laha-5268,0,0.0
3028,seoulchic,411,95.2
3029,caande_3417,41,95.8
3030,morikio7,549,100.0
3031,lallakelal-0,53,97.8
3032,the_peacock,5319,98.6
3033,kevingray38,1254,85.7
3034,alanspawn,37236,98.7
3035,dan980644,202,100.0
3036,danscha-7901,239,100.0
3037,mr.tonkatsu,1,0.0
3038,wanderingeldritch,187,100.0
3039,useri_o5ohh,6114,98.7
3040,bestgadgets123,2582,98.4
3041,justintimegoodsandcollectables,3274,99.2
3042,tanwr46,3,100.0
3043,bluehousesupply,29517,99.4
3044,ra-hale,213,100.0
3045,urwelcome718,666,98.2
3046,eshangoods,8009,99.5
3047,hustle-n-bustle,769,98.9
3048,sf-zhen,1986,98.2
3049,t.f_distribution,2928,99.6
3050,hoytgreen6,1044,99.5
3051,chmic-5162,110,100.0
3052,megmagnus,340,100.0
3053,kadokadoshoten,215,100.0
3054,sdsonlinesales14,11217,99.0
3055,to.0885,46,100.0
3056,farhan1342,352,100.0
3057,pinguinosaurusflex,1056,98.0
3058,franciscespin8,874,99.0
3059,envirogreenelectronics,4818,99.2
3060,klb313,600,100.0
3061,tommbradfor_2,222,97.6
3062,moeandnicksattic,138,98.1
3063,1midtennpawn,11034,98.6
3064,bri43453,0,0.0
3065,prettyinpink4u,23,100.0
3066,roberbowde-53,177,94.6
3067,thriftingnewengland,2212,99.7
3068,aioguy,2206,100.0
3069,jlrsjol,1318,99.1
3070,habitatcky,4400,100.0
3071,cheesyfa_79,4496,99.8
3072,buythecasecom,28694,98.5
3073,vintage_fantastique,887,99.6
3074,christianorestoration,951,99.5
3075,shopquest4less,3354,100.0
3076,grizzlyqelectronics,1621,99.3
3077,rrodgers2,463,100.0
3078,sky09toy-japan,70,100.0
3079,danielz3735,5679,99.3
3080,chroniclynx,28,100.0
3081,buy_now_try_soon,115,100.0
3082,elsolo21,6521,100.0
3083,leeyacat,2672,100.0
3084,julzblack333,286,99.3
3085,rods_shelf,1326,99.5
3086,ai_bay,5035,99.1
3087,japajapan48,24,100.0
3088,thriftyriver22,726,99.0
3089,fcstore1,4008,99.6
3090,hawaiimatt88,136,100.0
3091,popy1018,1844,99.1
3092,rabbar20,27,100.0
3093,emhamba0,2287,97.2
3094,moise_cru,1101,100.0
3095,zekelion,1152,100.0
3096,evolving-technologies,10289,100.0
3097,edwardchung-0000,1,100.0
3098,livinaustinamy,2824,99.3
3099,skydentalsupply,10483,97.8
3100,kwaza,5018,100.0
3101,klnbnc,3110,95.9
3102,cadslade1,6,100.0
3103,sidedeal,524,99.2
3104,jcwarehouse_us,15,100.0
3105,andreykaz,130,0.0
3106,gdo0762-ldr8kixycp,27,100.0
3107,chaplin_japan,2,100.0
3108,add9_store,478,99.3
3109,otb_deals,578,98.9
3110,appletree312,14183,99.7
3111,simplebazaar,55,98.1
3112,notram_0,89,0.0
3113,for_them,2457,99.3
3114,whisker.biscuit,435,97.3
3115,boutiq-6886,2,100.0
3116,bestdealsnj77,76,100.0
3117,luckypawn01,1484,98.5
3118,dan690000,13322,99.0
3119,lushwearstudios,3663,99.0
3120,saessupply,501,98.1
3121,tyler.braun,1540,99.5
3122,japan_selection_hub,63,100.0
3123,tomsworkers,16,100.0
3124,sota_associates,268,100.0
3125,dreamvalue,3,0.0
3126,belvoirblvd,44,100.0
3127,anharb-90,790,96.5
3128,usa.a-55,4,100.0
3129,fabpai_41,0,50.0
3130,japan_ism,167,99.4
3131,mdmb2012,1677,98.5
3132,blainehh,11,100.0
3133,worldfotos,690,95.5
3134,sotobro5150,4,100.0
3135,nesconsignmentco,7630,96.0
3136,aluckyfindonline,1491,99.0
3137,kidukai_store,1634,98.8
3138,tozh98,14,0.0
3139,sakara-japan,94,100.0
3140,h3lmbe,209,100.0
3141,kyutie,7709,100.0
3142,1thing2many,25,94.1
3143,mehrdad90212,17,100.0
3144,ryoland-japan,327,99.7
3145,351673_95,0,0.0
3146,phxchango,433,94.3
3147,sayco_vintage,103,100.0
3148,giveliquidationllc,814,100.0
3149,japan-wave-trade,51,100.0
3150,collectorjay,815,100.0
3151,mikkyshop-japan,194,98.0
3152,maxofliquidation-3,143,100.0
3153,danielgza,311,99.0
3154,nikolamerug_0,83,100.0
3155,mottie_commerce,220,100.0
3156,riclawr_857,0,0.0
3157,centeno_sales,537,100.0
3158,hyejyoo_0,12,100.0
3159,petecho-5,84,100.0
3160,prabs403,4253,100.0
3161,fastboxshipping,64,100.0
3162,vintageaudiorevival,2352,100.0
3163,1stmotion,425,94.4
3164,jowa_7156,12,100.0
3165,jets4life87,219,98.3
3166,indirectlycheap,4388,98.4
3167,apple-1101,20,100.0
3168,takou_7900,31,97.0
3169,tamao-japan2022,160,77.3
3170,chpr3365,1,100.0
3171,megadeals2022,4379,99.8
3172,d_amazing22,96,97.5
3173,falad-55,1,0.0
3174,kcdesignerbay,3753,100.0
3175,chav2024,258,93.3
3176,lubo_9024,438,100.0
3177,attamaru,586,98.5
3178,thegoodss3ll3r,261,100.0
3179,tokyo_horizon_exports2019,9,100.0
3180,angelicdealb_0,39,100.0
3181,frafa67,11,100.0
3182,tienthanhllc,2328,99.2
3183,stallshelb,86,100.0
3184,bew.us.5y4szjbz,120,100.0
3185,daiki.japan,292,99.1
3186,japan_modern_treasures_shop,0,0.0
3187,widenerc09,493,100.0
3188,lstill2012,110,96.8
3189,fo_596162,1,0.0
3190,arcval_85,1,100.0
3191,breridg0,0,50.0
3192,loauck-0,6,100.0
3193,freddie_20,674,98.9
3194,1emerald71,3,100.0
3195,jasontd101,3560,99.6
3196,stacey4545,1996,100.0
3197,smokeexchange,1238,100.0
3198,mag4745,2,100.0
3199,ton.poo,903,100.0
3200,costmartllc,638,99.0
3201,dapelay-0,3291,94.8
3202,almawarehouse,175,99.2
3203,jdkiwinz,42,100.0
3204,hiro.japan2,11,100.0
3205,pandacbr,202,100.0
3206,jersan2315,9,100.0
3207,japan-fujiashitaka,1198,98.3
3208,atlantabravesnation,41340,99.5
3209,andreadesirepen,48,0.0
3210,stw0421,22,100.0
3211,cmspar01,1998,98.2
3212,michaejuare_8,104,50.0
3213,cmparkk,59,100.0
3214,ksshop.japan,96,98.6
3215,koff11,25,100.0
3216,am_tech,2327,97.6
3217,fujiyama00,301,98.2
3218,aokmarket,17720,99.5
3219,bytesys,13230,100.0
3220,mat-clyd,568,100.0
3221,mixed_gemini,30,92.9
3222,tincataferr,2175,99.3
3223,stillmanwi,1155,100.0
3224,volk-7119,13617,99.9
3225,jobi_96,0,0.0
3226,mrservicesllc,39,100.0
3227,tgdu4771,194,97.9
3228,micwo-444,0,0.0
3229,shfon_0,2,0.0
3230,idcar23,1,100.0
3231,alex0250,2916,99.3
3232,ryash8,13,0.0
3233,ibushin,409,95.6
3234,choicjeffe,14,0.0
3235,asher80,350,100.0
3236,edavis63,0,0.0
3237,onlinedistributionsusa,85,100.0
3238,homeimprovementwarehouse14,10899,100.0
3239,wei_943573,0,0.0
3240,keipeti0,0,0.0
3241,ch_209019,0,0.0
3242,phimo-3494,1,0.0
3243,gusso-1068,0,0.0
3244,chrisbe_454680,449,96.8
3245,heysalvo,30,0.0
3246,feliwerner9,20,100.0
3247,danru_5626,11,100.0
3248,anclem44,0,0.0
3249,nufern23,0,0.0
3250,trillalltheway,356,100.0
3251,deep-space-gear,100,100.0
3252,weizh7762,7,0.0
3253,farrukh1992,480,100.0
3254,store-wide-clearance,10695,99.0
3255,aumakua1033,1165,100.0
3256,jtomlu12,1870,100.0
3257,vicval2974,0,0.0
3258,exchan48,140,100.0
3259,kingelectronicsny,4456,100.0
3260,readat77,1,100.0
3261,ngemah,1434,96.6
3262,alex4sto,0,0.0
3263,discord-6352,0,0.0
3264,yoursellerbest,336,97.6
3265,5ff28-12,8,100.0
3266,kabutan22eri,320,100.0
3267,raaaaaaaandysresale918,18738,98.5
3268,videoandaudiocenter,4369,96.9
3269,creeksideemporiumllc,5257,98.8
3270,kejiadian,116,100.0
3271,chesm5591,0,0.0
3272,kerai-4500,960,97.0
3273,s24manager,727,97.4
3274,auntbubbastreasures,839,100.0
3275,dealsforyou78,164,100.0
3276,quality-jp,155,95.8
3277,pawn1_13,344,97.1
3278,toastspices,19,100.0
3279,jogarg_d2ujmhm,6,0.0
3280,juswoj-0,0,0.0
3281,eastempire25,14,100.0
3282,cruets620,3639,100.0
